true,predict
-9.002073287963867,-10.036346435546877
-8.999871253967285,-10.37136459350586
-8.99500560760498,-9.703903198242188
-8.991232872009277,-9.584794044494627
-8.973243713378906,-9.427616119384766
-8.970739364624023,-9.385316848754885
-8.95725154876709,-10.24726104736328
-8.950465202331543,-9.915252685546877
-8.948469161987305,-8.903124809265137
-8.942748069763184,-9.25709629058838
-8.937411308288574,-9.206391334533691
-8.934931755065918,-7.548775196075439
-8.924389839172363,-7.876613616943359
-8.918106079101562,-8.798907279968262
-8.911325454711914,-10.209948539733888
-8.909913063049316,-9.647449493408203
-8.899527549743652,-8.965899467468262
-8.896122932434082,-9.480321884155272
-8.88708209991455,-9.108904838562012
-8.880130767822266,-9.622872352600098
-8.875696182250977,-9.70970344543457
-8.874066352844238,-9.67999267578125
-8.867060661315918,-10.18875503540039
-8.865396499633789,-10.016797065734863
-8.855969429016113,-8.934282302856445
-8.854628562927246,-9.342484474182127
-8.851829528808594,-9.724048614501951
-8.850991249084473,-8.77069091796875
-8.847147941589355,-9.311367988586426
-8.836133003234863,-10.591014862060549
-8.826759338378906,-9.85202980041504
-8.824481010437012,-9.889680862426758
-8.823537826538086,-9.404777526855469
-8.80872917175293,-8.935906410217285
-8.807311058044434,-9.520845413208008
-8.80681037902832,-9.853797912597656
-8.802910804748535,-10.507251739501951
-8.797985076904297,-9.82160758972168
-8.795058250427246,-8.454910278320312
-8.790210723876953,-9.22499179840088
-8.788737297058105,-9.328446388244627
-8.776869773864746,-9.13815689086914
-8.776248931884766,-9.341373443603516
-8.774045944213867,-10.205928802490234
-8.77340316772461,-8.917601585388184
-8.771252632141113,-8.966485023498535
-8.76943588256836,-9.540213584899902
-8.762585639953613,-9.73554801940918
-8.761765480041504,-8.963041305541992
-8.76094913482666,-10.415091514587402
-8.758843421936035,-10.761533737182615
-8.751800537109375,-8.88230037689209
-8.746474266052246,-8.746447563171387
-8.743490219116211,-8.09494686126709
-8.742623329162598,-9.765356063842772
-8.739232063293457,-8.725740432739258
-8.738984107971191,-10.344324111938477
-8.735063552856445,-9.707408905029297
-8.733810424804688,-9.612449645996094
-8.730555534362793,-8.851716995239258
-8.725332260131836,-9.98080825805664
-8.72484016418457,-9.681869506835938
-8.723612785339355,-8.667675018310547
-8.720353126525879,-9.70480728149414
-8.719249725341797,-9.802057266235352
-8.717972755432129,-10.173412322998049
-8.70335865020752,-10.583074569702148
-8.697965621948242,-9.559794425964355
-8.697624206542969,-9.563121795654297
-8.696510314941406,-9.324893951416016
-8.691084861755371,-9.96407413482666
-8.688776016235352,-8.680946350097656
-8.684122085571289,-9.070321083068848
-8.682426452636719,-8.82962703704834
-8.679472923278809,-9.342925071716309
-8.678655624389648,-9.215529441833496
-8.674427032470703,-7.624351501464844
-8.666617393493652,-8.754629135131836
-8.660224914550781,-8.678254127502441
-8.658647537231445,-9.483321189880373
-8.657275199890137,-9.276155471801758
-8.656510353088379,-7.101850509643555
-8.637483596801758,-7.156617641448975
-8.629920959472656,-8.339653015136719
-8.625319480895996,-9.319814682006836
-8.61835765838623,-9.36805248260498
-8.613323211669922,-9.746479034423828
-8.612141609191895,-8.52904224395752
-8.61034870147705,-9.359636306762695
-8.610199928283691,-9.074518203735352
-8.609582901000977,-9.155717849731444
-8.598761558532715,-9.771939277648926
-8.590160369873047,-9.663236618041992
-8.588691711425781,-10.00786018371582
-8.588639259338379,-8.544522285461426
-8.578513145446777,-9.190553665161133
-8.563678741455078,-9.227693557739258
-8.560368537902832,-9.68251609802246
-8.558430671691895,-9.650711059570312
-8.55787181854248,-8.68339729309082
-8.551765441894531,-9.301570892333984
-8.548144340515137,-9.479043960571287
-8.540668487548828,-8.92150592803955
-8.530486106872559,-8.94015884399414
-8.528083801269531,-9.778764724731444
-8.52793025970459,-9.354090690612791
-8.527324676513672,-8.845491409301758
-8.527124404907227,-10.442985534667969
-8.525237083435059,-9.618426322937012
-8.52411937713623,-9.295805931091309
-8.522886276245117,-8.936503410339355
-8.516256332397461,-9.24537754058838
-8.516195297241211,-9.337030410766602
-8.510597229003906,-9.76126480102539
-8.5038480758667,-10.634917259216309
-8.498687744140625,-9.21173858642578
-8.494827270507812,-9.842449188232422
-8.49290657043457,-8.974698066711426
-8.48946762084961,-8.327249526977539
-8.482033729553223,-8.485418319702148
-8.480032920837402,-8.430438041687012
-8.47859001159668,-9.59731674194336
-8.4771728515625,-9.461843490600586
-8.473743438720703,-8.41397476196289
-8.47044563293457,-8.984451293945312
-8.467720985412598,-9.326417922973633
-8.465901374816895,-9.392193794250488
-8.465688705444336,-9.23939037322998
-8.459702491760254,-8.732792854309082
-8.450352668762207,-9.379237174987791
-8.446640968322754,-7.78889799118042
-8.442538261413574,-8.643045425415039
-8.442501068115234,-8.53968620300293
-8.434467315673828,-8.515213012695312
-8.432014465332031,-10.07090187072754
-8.430327415466309,-9.225038528442385
-8.42992115020752,-9.338171005249023
-8.42541790008545,-9.190717697143556
-8.420910835266113,-9.459964752197266
-8.415975570678711,-8.986665725708008
-8.415191650390625,-9.857047080993652
-8.409422874450684,-8.935511589050293
-8.40845775604248,-8.60947322845459
-8.407295227050781,-9.339853286743164
-8.377246856689453,-8.348963737487793
-8.37698745727539,-9.966073989868164
-8.37334156036377,-7.89411449432373
-8.364648818969727,-8.977494239807129
-8.360509872436523,-9.44589614868164
-8.357789993286133,-8.8474760055542
-8.356256484985352,-7.7172112464904785
-8.355280876159668,-9.591676712036133
-8.35271167755127,-9.499765396118164
-8.350093841552734,-7.713927268981934
-8.34849739074707,-8.620054244995117
-8.348464965820312,-10.05808925628662
-8.345635414123535,-9.59493350982666
-8.344633102416992,-9.454835891723633
-8.342352867126465,-9.277875900268556
-8.341890335083008,-9.26453971862793
-8.339306831359863,-7.828649044036865
-8.337793350219727,-9.260416984558104
-8.3362398147583,-8.435794830322266
-8.335676193237305,-8.893229484558105
-8.329927444458008,-7.834840774536133
-8.329488754272461,-9.31054973602295
-8.328948974609375,-8.699381828308105
-8.328502655029297,-7.907678604125977
-8.325623512268066,-8.650083541870117
-8.319247245788574,-8.688035011291504
-8.311562538146973,-9.56223487854004
-8.306442260742188,-9.255151748657228
-8.30630111694336,-8.231983184814453
-8.305971145629883,-7.82367467880249
-8.303555488586426,-8.142796516418457
-8.302823066711426,-8.8944091796875
-8.30277156829834,-8.746891021728516
-8.301525115966797,-9.566853523254396
-8.301271438598633,-9.699447631835938
-8.300213813781738,-10.34575653076172
-8.299095153808594,-8.836362838745117
-8.298348426818848,-8.999761581420898
-8.296878814697266,-9.2199125289917
-8.295127868652344,-10.65257453918457
-8.293803215026855,-9.044024467468262
-8.293076515197754,-9.310373306274414
-8.287960052490234,-8.493282318115234
-8.287941932678223,-8.606914520263672
-8.285565376281738,-9.323052406311035
-8.279154777526855,-9.133740425109863
-8.271839141845703,-9.056522369384766
-8.268452644348145,-9.566763877868652
-8.266318321228027,-9.055088996887209
-8.262487411499023,-8.061670303344727
-8.262388229370117,-8.980860710144043
-8.261848449707031,-9.124605178833008
-8.260315895080566,-8.365240097045898
-8.259140968322754,-8.244391441345215
-8.257482528686523,-9.341947555541992
-8.246468544006348,-9.569751739501951
-8.243901252746582,-9.024681091308594
-8.241287231445312,-8.811201095581055
-8.236265182495117,-8.105440139770508
-8.235649108886719,-8.78947925567627
-8.234039306640625,-9.132977485656738
-8.233990669250488,-9.340110778808594
-8.231379508972168,-8.788125991821289
-8.22882080078125,-9.135124206542969
-8.228172302246094,-9.552616119384766
-8.22195816040039,-8.425701141357422
-8.214322090148926,-8.87264633178711
-8.208558082580566,-9.488094329833984
-8.207361221313477,-8.265376091003418
-8.204837799072266,-8.672771453857422
-8.204216957092285,-9.274226188659668
-8.20400619506836,-9.338315963745115
-8.203920364379883,-8.29718017578125
-8.20327377319336,-9.168291091918944
-8.200143814086914,-8.708946228027344
-8.195538520812988,-8.984417915344238
-8.193462371826172,-9.25543212890625
-8.191415786743164,-9.914588928222656
-8.190847396850586,-9.558775901794434
-8.182241439819336,-9.381367683410645
-8.18005084991455,-9.493155479431152
-8.173894882202148,-9.05407428741455
-8.161580085754395,-8.97233772277832
-8.1615571975708,-8.928611755371094
-8.153227806091309,-9.074227333068848
-8.152456283569336,-9.389516830444336
-8.151968955993652,-8.315949440002441
-8.149249076843262,-9.239571571350098
-8.14882755279541,-9.313039779663086
-8.146781921386719,-8.169981002807617
-8.14649772644043,-8.978643417358398
-8.145809173583984,-8.846362113952637
-8.143932342529297,-8.715208053588867
-8.14202880859375,-8.418072700500488
-8.138445854187012,-8.949973106384277
-8.132425308227539,-8.942458152770996
-8.127023696899414,-8.713088989257812
-8.12360954284668,-8.812246322631836
-8.123124122619629,-10.109657287597656
-8.121718406677246,-9.155912399291992
-8.11948013305664,-9.024473190307615
-8.118820190429688,-7.326347827911377
-8.114876747131348,-8.637496948242188
-8.114761352539062,-8.457357406616211
-8.112738609313965,-8.880781173706055
-8.1122407913208,-8.725900650024414
-8.110265731811523,-8.562376022338867
-8.10621452331543,-9.119857788085938
-8.105144500732422,-8.599513053894043
-8.104985237121582,-8.681564331054688
-8.10458755493164,-8.303650856018066
-8.10289192199707,-8.142488479614258
-8.102628707885742,-8.222650527954102
-8.101676940917969,-8.6698579788208
-8.099842071533203,-10.24448013305664
-8.097933769226074,-8.70356559753418
-8.094400405883789,-8.169392585754395
-8.090742111206055,-8.551592826843262
-8.088602066040039,-8.812393188476562
-8.087990760803223,-9.71620750427246
-8.080665588378906,-8.824036598205566
-8.080119132995605,-8.806343078613281
-8.077947616577148,-8.117729187011719
-8.075784683227539,-8.36059856414795
-8.074965476989746,-8.536907196044922
-8.068078994750977,-8.101571083068848
-8.067705154418945,-8.40621566772461
-8.065664291381836,-8.822375297546387
-8.062980651855469,-8.898200988769531
-8.06237506866455,-8.86386489868164
-8.061583518981934,-8.38681697845459
-8.061437606811523,-9.14687156677246
-8.061031341552734,-8.390315055847168
-8.059821128845215,-9.2181978225708
-8.059704780578613,-9.123738288879396
-8.056568145751953,-8.41843318939209
-8.052054405212402,-8.979402542114258
-8.051743507385254,-7.717207431793213
-8.048048973083496,-8.960550308227539
-8.046575546264648,-7.847652435302734
-8.046361923217773,-9.211288452148438
-8.043679237365723,-8.4992094039917
-8.038150787353516,-6.884054183959961
-8.033937454223633,-8.708283424377441
-8.028321266174316,-8.211732864379883
-8.024971961975098,-8.140875816345215
-8.022536277770996,-8.212912559509277
-8.020672798156738,-9.187705039978027
-8.020155906677246,-8.6724271774292
-8.017484664916992,-8.851434707641602
-8.015439987182617,-9.126818656921388
-8.014307975769043,-8.006194114685059
-8.01392936706543,-9.416099548339844
-8.013349533081055,-8.432844161987305
-8.009899139404297,-8.936514854431152
-8.009307861328125,-8.053641319274902
-8.003752708435059,-8.305862426757812
-8.003047943115234,-8.544395446777344
-8.002450942993164,-7.572664260864258
-8.001228332519531,-8.682107925415039
-7.9991455078125,-8.941247940063477
-7.996533393859863,-7.639524936676025
-7.995100975036621,-7.621009826660156
-7.992757797241211,-8.559758186340332
-7.99037504196167,-9.382452964782717
-7.988016605377197,-8.308551788330078
-7.986682891845703,-8.614233016967773
-7.98100471496582,-8.20203685760498
-7.976936817169189,-7.46025276184082
-7.975860595703125,-8.475168228149414
-7.973293781280518,-8.428863525390625
-7.973092555999756,-8.539770126342773
-7.972256183624268,-8.374499320983887
-7.970351696014404,-9.001899719238281
-7.965249538421631,-8.88704776763916
-7.964440822601318,-8.575309753417969
-7.963558197021484,-8.812119483947754
-7.960948467254639,-8.62936782836914
-7.960598945617676,-7.473982810974121
-7.957847595214844,-8.170948028564453
-7.955119609832764,-10.026573181152344
-7.955104827880859,-8.790668487548828
-7.950839519500732,-8.571043014526367
-7.949552059173584,-8.390181541442871
-7.947502613067627,-7.473154067993164
-7.946322441101074,-9.504554748535156
-7.945216655731201,-8.058627128601074
-7.941945552825928,-8.78215503692627
-7.939050674438477,-8.485982894897461
-7.934417724609375,-8.751137733459473
-7.931453227996826,-7.297441005706787
-7.926405429840088,-8.68429946899414
-7.9260993003845215,-8.920083999633789
-7.925657749176025,-9.145333290100098
-7.9247002601623535,-7.539349555969238
-7.924468994140625,-7.9550933837890625
-7.9235758781433105,-9.02289581298828
-7.921928405761719,-7.776483535766602
-7.920422077178955,-7.233927249908447
-7.920238018035889,-7.54313850402832
-7.919025421142578,-8.020195960998535
-7.918766021728516,-7.936095714569092
-7.915629863739014,-7.747700214385986
-7.9153733253479,-8.44201374053955
-7.915179252624512,-9.026159286499023
-7.912796020507812,-9.482732772827148
-7.910077095031738,-7.551790714263916
-7.909780025482178,-8.75607967376709
-7.909006118774414,-8.561105728149414
-7.90839958190918,-8.94913101196289
-7.907577514648437,-7.528192043304443
-7.905083179473877,-9.098076820373535
-7.900792121887207,-8.248543739318848
-7.897049903869629,-8.559513092041016
-7.895354747772217,-7.2998046875
-7.895195007324219,-7.9353532791137695
-7.894463539123535,-8.154097557067871
-7.894459247589111,-9.27133846282959
-7.893260478973389,-8.753064155578613
-7.892370700836182,-9.211389541625977
-7.891669750213623,-8.438937187194824
-7.891417980194092,-8.065482139587402
-7.883438110351562,-5.993981838226318
-7.882568836212158,-7.15588903427124
-7.881787776947021,-8.458047866821289
-7.880577087402344,-8.837299346923828
-7.878488540649414,-8.402412414550781
-7.874989986419678,-8.609987258911133
-7.873729228973389,-9.060192108154297
-7.864994049072266,-8.155109405517578
-7.863831520080566,-7.953485488891602
-7.863437175750732,-8.879386901855469
-7.859226703643799,-8.030105590820312
-7.856349945068359,-8.345726013183594
-7.856310844421387,-8.585888862609863
-7.853116989135742,-8.120566368103027
-7.853071212768555,-8.583564758300781
-7.850476264953613,-7.862582206726074
-7.849967002868652,-8.340072631835938
-7.849751472473144,-8.68067455291748
-7.84954833984375,-8.443236351013184
-7.84933614730835,-8.363988876342773
-7.84548282623291,-9.251592636108398
-7.8446831703186035,-8.171928405761719
-7.843732357025146,-7.961243629455566
-7.838501453399658,-8.477057456970215
-7.838284492492676,-8.355960845947266
-7.835448741912842,-8.82097053527832
-7.835420608520508,-8.43724536895752
-7.833940505981445,-7.5929436683654785
-7.833014488220215,-8.961941719055176
-7.831674575805664,-7.418303489685059
-7.830805778503418,-8.051115036010742
-7.827826499938965,-8.862420082092285
-7.826079368591309,-8.551326751708984
-7.824611186981201,-8.233206748962402
-7.822622776031494,-9.020943641662598
-7.8223876953125,-7.672050476074219
-7.822100162506103,-8.145039558410645
-7.817198276519775,-8.623055458068848
-7.81592845916748,-9.155771255493164
-7.815897464752197,-9.307208061218262
-7.815789222717285,-8.341714859008789
-7.814513206481934,-7.961156845092773
-7.8127641677856445,-9.189395904541016
-7.812498569488525,-8.443851470947266
-7.81039571762085,-9.535808563232422
-7.809488296508789,-8.675063133239746
-7.804098129272461,-9.161376953125
-7.801713466644287,-8.075051307678223
-7.799764633178711,-8.26371955871582
-7.798102378845215,-8.16088581085205
-7.795307636260986,-7.773741245269775
-7.789717674255371,-7.981252670288086
-7.789236068725586,-8.83322525024414
-7.788161754608154,-8.384208679199219
-7.784726619720459,-8.732015609741211
-7.783364772796631,-8.264050483703613
-7.782747745513916,-8.631424903869629
-7.781608581542969,-8.166820526123047
-7.780225276947021,-8.288405418395996
-7.779774188995361,-7.149325370788574
-7.776264190673828,-8.94456672668457
-7.775300979614258,-7.969883918762207
-7.774936676025391,-9.107038497924805
-7.774148464202881,-8.399223327636719
-7.773957252502441,-7.87896728515625
-7.773323059082031,-8.264348983764648
-7.771877288818359,-8.266876220703125
-7.768441200256348,-8.860811233520508
-7.767507553100586,-7.585740089416504
-7.766750812530518,-8.056370735168457
-7.766205310821533,-7.585910797119141
-7.765721797943115,-8.25734806060791
-7.7626566886901855,-8.54714584350586
-7.761581897735596,-8.740090370178223
-7.7584099769592285,-8.28530502319336
-7.758389949798584,-8.278472900390625
-7.757594108581543,-8.15739631652832
-7.757314205169678,-9.13279151916504
-7.755555152893066,-8.478045463562012
-7.754929065704346,-8.588951110839844
-7.753889560699463,-8.681167602539062
-7.750810623168945,-8.640752792358398
-7.747949600219727,-8.139052391052246
-7.746686935424805,-7.853194236755371
-7.745347023010254,-9.532291412353516
-7.743221282958984,-8.971009254455566
-7.742414474487305,-8.45407772064209
-7.7420172691345215,-8.344555854797363
-7.738134384155273,-8.652111053466797
-7.735326290130615,-8.116870880126953
-7.733457088470459,-8.643767356872559
-7.73093318939209,-8.235090255737305
-7.730431079864502,-9.590696334838867
-7.728391170501709,-8.994099617004395
-7.723502159118652,-8.694208145141602
-7.722158908843994,-7.697748184204102
-7.722125053405762,-8.23503303527832
-7.718632221221924,-8.504022598266602
-7.717015266418457,-7.977627754211426
-7.7163825035095215,-9.875286102294922
-7.716187953948975,-8.857301712036133
-7.715395450592041,-9.029682159423828
-7.714231491088867,-9.199604034423828
-7.712316989898682,-8.055719375610352
-7.71112060546875,-8.39439868927002
-7.706712245941162,-8.111730575561523
-7.706015586853027,-9.186174392700195
-7.702064990997314,-8.374082565307617
-7.701571941375732,-8.932343482971191
-7.701170921325684,-8.098306655883789
-7.700817108154297,-7.877959251403809
-7.698752403259277,-8.619487762451172
-7.698249816894531,-9.527613639831545
-7.698006629943848,-8.51358699798584
-7.697678565979004,-7.798847198486328
-7.697352886199951,-8.839859008789062
-7.697255611419678,-8.493206024169922
-7.697186470031738,-7.477351665496826
-7.695752143859863,-8.531930923461914
-7.695491790771484,-8.688007354736328
-7.694295883178711,-9.107545852661133
-7.693265438079834,-8.416847229003906
-7.692231178283691,-9.798537254333496
-7.690242290496826,-7.724551677703857
-7.68742561340332,-7.622990608215332
-7.687317848205566,-8.05889892578125
-7.686034202575684,-8.489279747009277
-7.684365272521973,-9.251813888549805
-7.683886528015137,-7.554964065551758
-7.6811017990112305,-8.084859848022461
-7.679790019989014,-7.688686370849609
-7.679082870483398,-7.74644136428833
-7.677568912506103,-9.160579681396484
-7.675084114074707,-8.683636665344238
-7.673409938812256,-7.89885139465332
-7.670825004577637,-7.640978813171387
-7.670463562011719,-8.167412757873535
-7.67031192779541,-8.135089874267578
-7.665735244750977,-7.687541007995605
-7.664186954498291,-7.895369529724121
-7.662701606750488,-8.737526893615723
-7.659976005554199,-8.449281692504883
-7.659967422485352,-7.149904251098633
-7.657223701477051,-7.381750106811523
-7.655927181243896,-7.59363317489624
-7.655856609344482,-8.541536331176758
-7.6543869972229,-8.15704345703125
-7.654086112976074,-7.420033931732178
-7.65294075012207,-7.306573390960693
-7.647812843322754,-9.112077713012695
-7.647375583648682,-8.303848266601562
-7.647368907928467,-8.396539688110352
-7.6471123695373535,-8.257455825805664
-7.645858764648437,-8.107011795043945
-7.645661354064941,-8.101032257080078
-7.644009113311768,-7.6891937255859375
-7.642289638519287,-8.683046340942383
-7.641938209533691,-7.728681564331055
-7.64187479019165,-8.233860969543457
-7.640339374542236,-7.821768283843994
-7.640053272247314,-8.37862491607666
-7.63991641998291,-8.333396911621094
-7.639237880706787,-8.4171142578125
-7.637808322906494,-8.16804027557373
-7.636972904205322,-8.357682228088379
-7.63450813293457,-8.24433422088623
-7.631033897399902,-8.87309741973877
-7.628617763519287,-7.886622428894043
-7.627593517303467,-8.565826416015625
-7.627562999725342,-8.727161407470703
-7.626754283905029,-7.724592208862305
-7.626516342163086,-7.745635986328125
-7.625915050506592,-8.895639419555664
-7.624575614929199,-7.490020275115967
-7.622602462768555,-8.467328071594238
-7.622173309326172,-6.216579914093018
-7.622072696685791,-8.628925323486328
-7.621868133544922,-8.228763580322266
-7.621716022491455,-8.42491340637207
-7.62114143371582,-8.635211944580078
-7.620038986206055,-8.307600975036621
-7.619265556335449,-8.54974365234375
-7.618093013763428,-8.256101608276367
-7.6172919273376465,-8.392068862915039
-7.617068290710449,-7.582620620727539
-7.616417407989502,-8.284882545471191
-7.616337299346924,-8.031002044677734
-7.614894866943359,-8.136207580566406
-7.614359378814697,-9.03766632080078
-7.611586570739746,-8.296815872192383
-7.608133316040039,-7.611789703369141
-7.607649326324463,-8.274229049682617
-7.60664701461792,-6.696879863739014
-7.60399055480957,-5.891633033752441
-7.601352691650391,-8.442373275756836
-7.600526332855225,-8.254751205444336
-7.599605560302734,-7.846553802490234
-7.59952974319458,-8.795663833618164
-7.597866058349609,-7.918007850646973
-7.597325325012207,-7.083643913269043
-7.593176364898682,-8.498716354370117
-7.592099189758301,-8.507161140441895
-7.591637134552002,-8.60731029510498
-7.591544151306152,-8.651884078979492
-7.589526176452637,-8.04387092590332
-7.588596820831299,-8.57872486114502
-7.583306312561035,-8.431036949157715
-7.5814104080200195,-8.207233428955078
-7.58073091506958,-8.233509063720703
-7.580033779144287,-8.370253562927246
-7.579898357391357,-8.184051513671875
-7.57758903503418,-8.108932495117188
-7.57322359085083,-7.78402042388916
-7.570709228515625,-8.29460620880127
-7.570647239685059,-8.072081565856934
-7.5694050788879395,-7.367430210113525
-7.568305015563965,-7.659923553466797
-7.568136692047119,-9.579534530639648
-7.567591667175293,-8.660061836242676
-7.565954208374023,-8.522834777832031
-7.562078475952148,-7.735230922698975
-7.560808181762695,-8.285138130187988
-7.559488773345947,-8.143173217773438
-7.559340953826904,-7.93087100982666
-7.559187889099121,-7.329937934875488
-7.558707237243652,-7.948230743408203
-7.557662010192871,-9.000728607177734
-7.557498931884766,-8.471624374389648
-7.557301044464111,-7.949289321899414
-7.557259082794189,-8.484288215637207
-7.557254314422607,-7.427984714508057
-7.554533958435059,-8.105026245117188
-7.553885459899902,-7.4983649253845215
-7.5517191886901855,-8.473170280456543
-7.551661014556885,-8.39086627960205
-7.551624774932861,-8.123913764953613
-7.551307678222656,-6.869539260864258
